date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:20	249403/249403	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:52:50%20GMT	http://wbpreview.com/previews/WB0DP4521/images/0.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/0.jpg	(from )
10:04:29	128004/128004	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Feb%202013%2019:52:52%20GMT	http://wbpreview.com/previews/WB0DP4521/images/abbu.png	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/abbu.png	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:31	108307/108307	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Feb%202013%2019:53:18%20GMT	http://wbpreview.com/previews/WB0DP4521/images/iphone.png	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/iphone.png	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:31	1115/1115	---MC-	403	error ('Forbidden')	text/html	date:Wed,%2027%20Feb%202013%2000:04:31%20GMT	http://placehold.it/1030x400/C77966/ffffff/&text=Static%20Image	/home/michieljoris/websites/aabu/placehold.it/1030x400/C77966/ffffff/&text=Static%20Image.4f.delayed	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:33	15646/15646	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:37%20GMT	http://wbpreview.com/previews/WB0DP4521/js/waypoints.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/waypoints.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:34	149623/149623	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:28%20GMT	http://wbpreview.com/previews/WB0DP4521/images/slider2.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/slider2.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:34	1190/1190	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:37%20GMT	http://wbpreview.com/previews/WB0DP4521/js/waypoints-sticky.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/waypoints-sticky.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:43	51102/51102	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:27%20GMT	http://wbpreview.com/previews/WB0DP4521/images/staff-1.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/staff-1.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:44	98520/98520	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Feb%202013%2019:53:12%20GMT	http://wbpreview.com/previews/WB0DP4521/images/draw.png	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/draw.png	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:47	95501/95501	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:38%20GMT	http://wbpreview.com/previews/WB0DP4521/js/raphael.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/raphael.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:48	2826/2826	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:35%20GMT	http://wbpreview.com/previews/WB0DP4521/js/init.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/init.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:50	195601/195601	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Feb%202013%2019:53:31%20GMT	http://wbpreview.com/previews/WB0DP4521/images/light.png	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/light.png	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:51	47982/47982	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:26%20GMT	http://wbpreview.com/previews/WB0DP4521/images/staff-3.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/staff-3.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:52	1122/1122	---MC-	403	error ('Forbidden')	text/html	date:Wed,%2027%20Feb%202013%2000:04:52%20GMT	http://placehold.it/1030x300/&text=your%20favourite%20notfound%20image	/home/michieljoris/websites/aabu/placehold.it/1030x300/&text=your%20favourite%20notfound%20image.5b.delayed	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:53	901/901	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:36%20GMT	http://wbpreview.com/previews/WB0DP4521/js/lcd-landing.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/lcd-landing.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:54	132966/132966	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:04%20GMT	http://wbpreview.com/previews/WB0DP4521/images/banner6.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/banner6.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:54	4818/4818	---MC-	200	added ('OK')	application/x-javascript	date:Wed,%2020%20Feb%202013%2019:53:35%20GMT	http://wbpreview.com/previews/WB0DP4521/js/jquery.countdown.js	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/js/jquery.countdown.js	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:04:59	80569/80569	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:52:58%20GMT	http://wbpreview.com/previews/WB0DP4521/images/banner-services.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/banner-services.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:00	35406/35406	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:00%20GMT	http://wbpreview.com/previews/WB0DP4521/images/banner5.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/banner5.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:11	68506/68506	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:36%20GMT	http://wbpreview.com/previews/WB0DP4521/images/zebra.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/zebra.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:12	162/162	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Feb%202013%2000:05:11%20GMT	http://wbpreview.com/previews/WB0DP4521/images/banner-blog.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/banner-blog.65.delayed	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:20	161067/161067	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:10%20GMT	http://wbpreview.com/previews/WB0DP4521/images/clocks.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/clocks.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:30	111881/111881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:05%20GMT	http://wbpreview.com/previews/WB0DP4521/images/blog-img-01.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/blog-img-01.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:31	1102/1102	---MC-	403	error ('Forbidden')	text/html	date:Wed,%2027%20Feb%202013%2000:05:30%20GMT	http://placehold.it/64x64/72B626/ffffff/&text=User	/home/michieljoris/websites/aabu/placehold.it/64x64/72B626/ffffff/&text=User.68.delayed	(from http://wbpreview.com/previews/WB0DP4521/index.html)
10:05:34	283159/283159	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Feb%202013%2019:53:01%20GMT	http://wbpreview.com/previews/WB0DP4521/images/banner3.jpg	/home/michieljoris/websites/aabu/wbpreview.com/previews/WB0DP4521/images/banner3.jpg	(from http://wbpreview.com/previews/WB0DP4521/index.html)
